bioguide,firstname,lastname,birthday,state,party,start_date,end_date
H000762,Darlene,Hooley,1939-04-04,OR,Democrat,2007-01-04,2009-01-03,Yes
H000948,Kenny,Hulshof,1958-05-22,MO,Republican,1997-01-07,1998-12-19,No
H000948,Kenny,Hulshof,1958-05-22,MO,Republican,1999-01-06,2000-12-15,Yes
H000948,Kenny,Hulshof,1958-05-22,MO,Republican,2001-01-03,2002-11-22,Yes
H000948,Kenny,Hulshof,1958-05-22,MO,Republican,2003-01-07,2004-12-09,Yes
H000948,Kenny,Hulshof,1958-05-22,MO,Republican,2005-01-04,2006-12-09,Yes
H000948,Kenny,Hulshof,1958-05-22,MO,Republican,2007-01-04,2009-01-03,Yes
H000981,Duncan,Hunter,1948-05-31,CA,Republican,1981-01-05,1982-12-23,No
H000981,Duncan,Hunter,1948-05-31,CA,Republican,1983-01-03,1984-10-12,Yes
H000981,Duncan,Hunter,1948-05-31,CA,Republican,1985-01-03,1986-10-18,Yes
H000981,Duncan,Hunter,1948-05-31,CA,Republican,1987-01-06,1988-10-22,Yes
H000981,Duncan,Hunter,1948-05-31,CA,Republican,1989-01-03,1990-10-28,Yes
H000981,Duncan,Hunter,1948-05-31,CA,Republican,1991-01-03,1992-10-09,Yes
H000981,Duncan,Hunter,1948-05-31,CA,Republican,1993-01-05,1994-12-01,Yes
H000981,Duncan,Hunter,1948-05-31,CA,Republican,1995-01-04,1996-10-04,Yes
H000981,Duncan,Hunter,1948-05-31,CA,Republican,1997-01-07,1998-12-19,Yes
H000981,Duncan,Hunter,1948-05-31,CA,Republican,1999-01-06,2000-12-15,Yes
H000981,Duncan,Hunter,1948-05-31,CA,Republican,2001-01-03,2002-11-22,Yes
H000981,Duncan,Hunter,1948-05-31,CA,Republican,2003-01-07,2004-12-09,Yes
H000981,Duncan,Hunter,1948-05-31,CA,Republican,2005-01-04,2006-12-09,Yes
H000981,Duncan,Hunter,1948-05-31,CA,Republican,2007-01-04,2009-01-03,Yes
J000070,William,Jefferson,1947-03-14,LA,Democrat,1991-01-03,1992-10-09,No
J000070,William,Jefferson,1947-03-14,LA,Democrat,1993-01-05,1994-12-01,Yes
J000070,William,Jefferson,1947-03-14,LA,Democrat,1995-01-04,1996-10-04,Yes
J000070,William,Jefferson,1947-03-14,LA,Democrat,1997-01-07,1998-12-19,Yes
J000070,William,Jefferson,1947-03-14,LA,Democrat,1999-01-06,2000-12-15,Yes
J000070,William,Jefferson,1947-03-14,LA,Democrat,2001-01-03,2002-11-22,Yes
J000070,William,Jefferson,1947-03-14,LA,Democrat,2003-01-07,2004-12-09,Yes
J000070,William,Jefferson,1947-03-14,LA,Democrat,2005-01-04,2006-12-09,Yes
J000070,William,Jefferson,1947-03-14,LA,Democrat,2007-01-04,2009-01-03,Yes
J000287,Bobby,Jindal,1971-06-10,LA,Republican,2005-01-04,2006-12-09,No
J000287,Bobby,Jindal,1971-06-10,LA,Republican,2007-01-04,2008-01-14,Yes
J000284,Stephanie,Jones,1949-09-10,OH,Democrat,1999-01-06,2000-12-15,No
J000284,Stephanie,Jones,1949-09-10,OH,Democrat,2001-01-03,2002-11-22,Yes
J000284,Stephanie,Jones,1949-09-10,OH,Democrat,2003-01-07,2004-12-09,Yes
J000284,Stephanie,Jones,1949-09-10,OH,Democrat,2005-01-04,2006-12-09,Yes
J000284,Stephanie,Jones,1949-09-10,OH,Democrat,2007-01-04,2008-08-20,Yes
K000361,Ric,Keller,1964-09-05,FL,Republican,2001-01-03,2002-11-22,No
K000361,Ric,Keller,1964-09-05,FL,Republican,2003-01-07,2004-12-09,Yes
K000361,Ric,Keller,1964-09-05,FL,Republican,2005-01-04,2006-12-09,Yes
K000361,Ric,Keller,1964-09-05,FL,Republican,2007-01-04,2009-01-03,Yes
K000105,Edward,Kennedy,1932-02-22,MA,Democrat,1962-01-01,1964-10-03,No
K000105,Edward,Kennedy,1932-02-22,MA,Democrat,1965-01-04,1971-01-02,Yes
K000105,Edward,Kennedy,1932-02-22,MA,Democrat,1971-01-21,1976-10-01,Yes
K000105,Edward,Kennedy,1932-02-22,MA,Democrat,1977-01-04,1982-12-23,Yes
K000105,Edward,Kennedy,1932-02-22,MA,Democrat,1983-01-03,1988-10-22,Yes
K000105,Edward,Kennedy,1932-02-22,MA,Democrat,1989-01-03,1994-12-01,Yes
K000105,Edward,Kennedy,1932-02-22,MA,Democrat,1995-01-04,2000-12-15,Yes
K000105,Edward,Kennedy,1932-02-22,MA,Democrat,2001-01-03,2006-12-09,Yes
K000105,Edward,Kennedy,1932-02-22,MA,Democrat,2007-01-04,2009-08-25,Yes
K000288,Joseph,Knollenberg,1933-11-28,MI,Republican,1993-01-05,1994-12-01,No
K000288,Joseph,Knollenberg,1933-11-28,MI,Republican,1995-01-04,1996-10-04,Yes
K000288,Joseph,Knollenberg,1933-11-28,MI,Republican,1997-01-07,1998-12-19,Yes
K000288,Joseph,Knollenberg,1933-11-28,MI,Republican,1999-01-06,2000-12-15,Yes
K000288,Joseph,Knollenberg,1933-11-28,MI,Republican,2001-01-03,2002-11-22,Yes
K000288,Joseph,Knollenberg,1933-11-28,MI,Republican,2003-01-07,2004-12-09,Yes
K000288,Joseph,Knollenberg,1933-11-28,MI,Republican,2005-01-04,2006-12-09,Yes
K000288,Joseph,Knollenberg,1933-11-28,MI,Republican,2007-01-04,2009-01-03,Yes
K000364,John,Kuhl,1943-04-19,NY,Republican,2005-01-04,2006-12-09,No
K000364,John,Kuhl,1943-04-19,NY,Republican,2007-01-04,2009-01-03,Yes
L000552,Ray,LaHood,1945-12-06,IL,Republican,1995-01-04,1996-10-04,No
L000552,Ray,LaHood,1945-12-06,IL,Republican,1997-01-07,1998-12-19,Yes
L000552,Ray,LaHood,1945-12-06,IL,Republican,1999-01-06,2000-12-15,Yes
L000552,Ray,LaHood,1945-12-06,IL,Republican,2001-01-03,2002-11-22,Yes
L000552,Ray,LaHood,1945-12-06,IL,Republican,2003-01-07,2004-12-09,Yes
L000552,Ray,LaHood,1945-12-06,IL,Republican,2005-01-04,2006-12-09,Yes
L000552,Ray,LaHood,1945-12-06,IL,Republican,2007-01-04,2009-01-03,Yes
L000043,Nicholas,Lampson,1945-02-14,TX,Democrat,1997-01-07,1998-12-19,No
L000043,Nicholas,Lampson,1945-02-14,TX,Democrat,1999-01-06,2000-12-15,Yes
L000043,Nicholas,Lampson,1945-02-14,TX,Democrat,2001-01-03,2002-11-22,Yes
L000043,Nicholas,Lampson,1945-02-14,TX,Democrat,2003-01-07,2004-12-09,Yes
L000043,Nicholas,Lampson,1945-02-14,TX,Democrat,2007-01-04,2009-01-03,No
L000090,Tom,Lantos,1928-02-01,CA,Democrat,1981-01-05,1982-12-23,No
L000090,Tom,Lantos,1928-02-01,CA,Democrat,1983-01-03,1984-10-12,Yes
L000090,Tom,Lantos,1928-02-01,CA,Democrat,1985-01-03,1986-10-18,Yes
L000090,Tom,Lantos,1928-02-01,CA,Democrat,1987-01-06,1988-10-22,Yes
L000090,Tom,Lantos,1928-02-01,CA,Democrat,1989-01-03,1990-10-28,Yes
L000090,Tom,Lantos,1928-02-01,CA,Democrat,1991-01-03,1992-10-09,Yes
L000090,Tom,Lantos,1928-02-01,CA,Democrat,1993-01-05,1994-12-01,Yes
L000090,Tom,Lantos,1928-02-01,CA,Democrat,1995-01-04,1996-10-04,Yes
L000090,Tom,Lantos,1928-02-01,CA,Democrat,1997-01-07,1998-12-19,Yes
L000090,Tom,Lantos,1928-02-01,CA,Democrat,1999-01-06,2000-12-15,Yes
L000090,Tom,Lantos,1928-02-01,CA,Democrat,2001-01-03,2002-11-22,Yes
L000090,Tom,Lantos,1928-02-01,CA,Democrat,2003-01-07,2004-12-09,Yes
L000090,Tom,Lantos,1928-02-01,CA,Democrat,2005-01-04,2006-12-09,Yes
L000090,Tom,Lantos,1928-02-01,CA,Democrat,2007-01-04,2008-02-11,Yes
L000293,Ron,Lewis,1946-09-14,KY,Republican,1993-01-05,1994-12-01,No
L000293,Ron,Lewis,1946-09-14,KY,Republican,1995-01-04,1996-10-04,Yes
L000293,Ron,Lewis,1946-09-14,KY,Republican,1997-01-07,1998-12-19,Yes
L000293,Ron,Lewis,1946-09-14,KY,Republican,1999-01-06,2000-12-15,Yes
L000293,Ron,Lewis,1946-09-14,KY,Republican,2001-01-03,2002-11-22,Yes
L000293,Ron,Lewis,1946-09-14,KY,Republican,2003-01-07,2004-12-09,Yes
L000293,Ron,Lewis,1946-09-14,KY,Republican,2005-01-04,2006-12-09,Yes
L000293,Ron,Lewis,1946-09-14,KY,Republican,2007-01-04,2009-01-03,Yes
L000447,Trent,Lott,1941-10-09,MS,Republican,1973-01-03,1974-12-20,No
L000447,Trent,Lott,1941-10-09,MS,Republican,1975-01-14,1976-10-01,Yes
L000447,Trent,Lott,1941-10-09,MS,Republican,1977-01-04,1978-10-15,Yes
L000447,Trent,Lott,1941-10-09,MS,Republican,1979-01-15,1980-12-16,Yes
L000447,Trent,Lott,1941-10-09,MS,Republican,1981-01-05,1982-12-23,Yes
L000447,Trent,Lott,1941-10-09,MS,Republican,1983-01-03,1984-10-12,Yes
L000447,Trent,Lott,1941-10-09,MS,Republican,1985-01-03,1986-10-18,Yes
L000447,Trent,Lott,1941-10-09,MS,Republican,1987-01-06,1988-10-22,Yes
L000447,Trent,Lott,1941-10-09,MS,Republican,1989-01-03,1994-12-01,Yes
L000447,Trent,Lott,1941-10-09,MS,Republican,1995-01-04,2000-12-15,Yes
L000447,Trent,Lott,1941-10-09,MS,Republican,2001-01-03,2006-12-09,Yes
L000447,Trent,Lott,1941-10-09,MS,Republican,2007-01-04,2007-12-18,Yes
M001164,Tim,Mahoney,1956-08-15,FL,Democrat,2007-01-04,2009-01-03,No
M000388,James,McCrery,1949-09-18,LA,Republican,1987-01-06,1988-10-22,No
M000388,James,McCrery,1949-09-18,LA,Republican,1989-01-03,1990-10-28,Yes
M000388,James,McCrery,1949-09-18,LA,Republican,1991-01-03,1992-10-09,Yes
M000388,James,McCrery,1949-09-18,LA,Republican,1993-01-05,1994-12-01,Yes
M000388,James,McCrery,1949-09-18,LA,Republican,1995-01-04,1996-10-04,Yes
M000388,James,McCrery,1949-09-18,LA,Republican,1997-01-07,1998-12-19,Yes
M000388,James,McCrery,1949-09-18,LA,Republican,1999-01-06,2000-12-15,Yes
M000388,James,McCrery,1949-09-18,LA,Republican,2001-01-03,2002-11-22,Yes
M000388,James,McCrery,1949-09-18,LA,Republican,2003-01-07,2004-12-09,Yes
M000388,James,McCrery,1949-09-18,LA,Republican,2005-01-04,2006-12-09,Yes
M000388,James,McCrery,1949-09-18,LA,Republican,2007-01-04,2009-01-03,Yes
M000590,Michael,McNulty,1947-09-16,NY,Democrat,1989-01-03,1990-10-28,No
M000590,Michael,McNulty,1947-09-16,NY,Democrat,1991-01-03,1992-10-09,Yes
M000590,Michael,McNulty,1947-09-16,NY,Democrat,1993-01-05,1994-12-01,Yes
M000590,Michael,McNulty,1947-09-16,NY,Democrat,1995-01-04,1996-10-04,Yes
M000590,Michael,McNulty,1947-09-16,NY,Democrat,1997-01-07,1998-12-19,Yes
M000590,Michael,McNulty,1947-09-16,NY,Democrat,1999-01-06,2000-12-15,Yes
M000590,Michael,McNulty,1947-09-16,NY,Democrat,2001-01-03,2002-11-22,Yes
M000590,Michael,McNulty,1947-09-16,NY,Democrat,2003-01-07,2004-12-09,Yes
M000590,Michael,McNulty,1947-09-16,NY,Democrat,2005-01-04,2006-12-09,Yes
M000590,Michael,McNulty,1947-09-16,NY,Democrat,2007-01-04,2009-01-03,Yes
M000627,Martin,Meehan,1956-12-30,MA,Democrat,1993-01-05,1994-12-01,No
M000627,Martin,Meehan,1956-12-30,MA,Democrat,1995-01-04,1996-10-04,Yes
M000627,Martin,Meehan,1956-12-30,MA,Democrat,1997-01-07,1998-12-19,Yes
M000627,Martin,Meehan,1956-12-30,MA,Democrat,1999-01-06,2000-12-15,Yes
M000627,Martin,Meehan,1956-12-30,MA,Democrat,2001-01-03,2002-11-22,Yes
M000627,Martin,Meehan,1956-12-30,MA,Democrat,2003-01-07,2004-12-09,Yes
M000627,Martin,Meehan,1956-12-30,MA,Democrat,2005-01-04,2006-12-09,Yes
M000627,Martin,Meehan,1956-12-30,MA,Democrat,2007-01-04,2007-07-01,Yes
M000714,Juanita,Millender-McDonald,1938-09-07,CA,Democrat,1995-01-04,1996-10-04,No
M000714,Juanita,Millender-McDonald,1938-09-07,CA,Democrat,1997-01-07,1998-12-19,Yes
M000714,Juanita,Millender-McDonald,1938-09-07,CA,Democrat,1999-01-06,2000-12-15,Yes
M000714,Juanita,Millender-McDonald,1938-09-07,CA,Democrat,2001-01-03,2002-11-22,Yes
M000714,Juanita,Millender-McDonald,1938-09-07,CA,Democrat,2003-01-07,2004-12-09,Yes
M000714,Juanita,Millender-McDonald,1938-09-07,CA,Democrat,2005-01-04,2006-12-09,Yes
M000714,Juanita,Millender-McDonald,1938-09-07,CA,Democrat,2007-01-04,2007-04-22,Yes
M001152,Marilyn,Musgrave,1949-01-27,CO,Republican,2003-01-07,2004-12-09,No
M001152,Marilyn,Musgrave,1949-01-27,CO,Republican,2005-01-04,2006-12-09,Yes
M001152,Marilyn,Musgrave,1949-01-27,CO,Republican,2007-01-04,2009-01-03,Yes
N000159,Charles,Norwood,1941-07-27,GA,Republican,1995-01-04,1996-10-04,No
N000159,Charles,Norwood,1941-07-27,GA,Republican,1997-01-07,1998-12-19,Yes
N000159,Charles,Norwood,1941-07-27,GA,Republican,1999-01-06,2000-12-15,Yes
N000159,Charles,Norwood,1941-07-27,GA,Republican,2001-01-03,2002-11-22,Yes
N000159,Charles,Norwood,1941-07-27,GA,Republican,2003-01-07,2004-12-09,Yes
N000159,Charles,Norwood,1941-07-27,GA,Republican,2005-01-04,2006-12-09,Yes
N000159,Charles,Norwood,1941-07-27,GA,Republican,2007-01-04,2007-02-13,Yes
P000263,John,Peterson,1938-12-25,PA,Republican,1997-01-07,1998-12-19,No
P000263,John,Peterson,1938-12-25,PA,Republican,1999-01-06,2000-12-15,Yes
P000263,John,Peterson,1938-12-25,PA,Republican,2001-01-03,2002-11-22,Yes
P000263,John,Peterson,1938-12-25,PA,Republican,2003-01-07,2004-12-09,Yes
P000263,John,Peterson,1938-12-25,PA,Republican,2005-01-04,2006-12-09,Yes
P000263,John,Peterson,1938-12-25,PA,Republican,2007-01-04,2009-01-03,Yes
P000323,Charles,Pickering,1963-08-10,MS,Republican,1997-01-07,1998-12-19,No
P000323,Charles,Pickering,1963-08-10,MS,Republican,1999-01-06,2000-12-15,Yes
P000323,Charles,Pickering,1963-08-10,MS,Republican,2001-01-03,2002-11-22,Yes
P000323,Charles,Pickering,1963-08-10,MS,Republican,2003-01-07,2004-12-09,Yes
P000323,Charles,Pickering,1963-08-10,MS,Republican,2005-01-04,2006-12-09,Yes
P000323,Charles,Pickering,1963-08-10,MS,Republican,2007-01-04,2009-01-03,Yes
P000589,Jon,Porter,1955-05-16,NV,Republican,2003-01-07,2004-12-09,No
P000589,Jon,Porter,1955-05-16,NV,Republican,2005-01-04,2006-12-09,Yes
P000589,Jon,Porter,1955-05-16,NV,Republican,2007-01-04,2009-01-03,Yes
P000555,Deborah,Pryce,1951-07-29,OH,Republican,1993-01-05,1994-12-01,No
P000555,Deborah,Pryce,1951-07-29,OH,Republican,1995-01-04,1996-10-04,Yes
P000555,Deborah,Pryce,1951-07-29,OH,Republican,1997-01-07,1998-12-19,Yes
P000555,Deborah,Pryce,1951-07-29,OH,Republican,1999-01-06,2000-12-15,Yes
P000555,Deborah,Pryce,1951-07-29,OH,Republican,2001-01-03,2002-11-22,Yes
P000555,Deborah,Pryce,1951-07-29,OH,Republican,2003-01-07,2004-12-09,Yes
P000555,Deborah,Pryce,1951-07-29,OH,Republican,2005-01-04,2006-12-09,Yes
P000555,Deborah,Pryce,1951-07-29,OH,Republican,2007-01-04,2009-01-03,Yes
R000033,James,Ramstad,1946-05-06,MN,Republican,1991-01-03,1992-10-09,No
R000033,James,Ramstad,1946-05-06,MN,Republican,1993-01-05,1994-12-01,Yes
R000033,James,Ramstad,1946-05-06,MN,Republican,1995-01-04,1996-10-04,Yes
R000033,James,Ramstad,1946-05-06,MN,Republican,1997-01-07,1998-12-19,Yes
R000033,James,Ramstad,1946-05-06,MN,Republican,1999-01-06,2000-12-15,Yes
R000033,James,Ramstad,1946-05-06,MN,Republican,2001-01-03,2002-11-22,Yes
R000033,James,Ramstad,1946-05-06,MN,Republican,2003-01-07,2004-12-09,Yes
R000033,James,Ramstad,1946-05-06,MN,Republican,2005-01-04,2006-12-09,Yes
R000033,James,Ramstad,1946-05-06,MN,Republican,2007-01-04,2009-01-03,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,1973-01-03,1974-12-20,No
R000141,Ralph,Regula,1924-12-03,OH,Republican,1975-01-14,1976-10-01,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,1977-01-04,1978-10-15,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,1979-01-15,1980-12-16,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,1981-01-05,1982-12-23,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,1983-01-03,1984-10-12,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,1985-01-03,1986-10-18,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,1987-01-06,1988-10-22,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,1989-01-03,1990-10-28,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,1991-01-03,1992-10-09,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,1993-01-05,1994-12-01,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,1995-01-04,1996-10-04,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,1997-01-07,1998-12-19,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,1999-01-06,2000-12-15,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,2001-01-03,2002-11-22,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,2003-01-07,2004-12-09,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,2005-01-04,2006-12-09,Yes
R000141,Ralph,Regula,1924-12-03,OH,Republican,2007-01-04,2009-01-03,Yes
R000574,Rick,Renzi,1958-06-11,AZ,Republican,2003-01-07,2004-12-09,No
R000574,Rick,Renzi,1958-06-11,AZ,Republican,2005-01-04,2006-12-09,Yes
R000574,Rick,Renzi,1958-06-11,AZ,Republican,2007-01-04,2009-01-03,Yes
R000569,Thomas,Reynolds,1950-09-03,NY,Republican,1999-01-06,2000-12-15,No
R000569,Thomas,Reynolds,1950-09-03,NY,Republican,2001-01-03,2002-11-22,Yes
R000569,Thomas,Reynolds,1950-09-03,NY,Republican,2003-01-07,2004-12-09,Yes
R000569,Thomas,Reynolds,1950-09-03,NY,Republican,2005-01-04,2006-12-09,Yes
R000569,Thomas,Reynolds,1950-09-03,NY,Republican,2007-01-04,2009-01-03,Yes
S001167,Bill,Sali,1954-02-17,ID,Republican,2007-01-04,2009-01-03,No
S000097,H.,Saxton,1943-01-22,NJ,Republican,1983-01-03,1984-10-12,No
S000097,H.,Saxton,1943-01-22,NJ,Republican,1985-01-03,1986-10-18,Yes
S000097,H.,Saxton,1943-01-22,NJ,Republican,1987-01-06,1988-10-22,Yes
S000097,H.,Saxton,1943-01-22,NJ,Republican,1989-01-03,1990-10-28,Yes
S000097,H.,Saxton,1943-01-22,NJ,Republican,1991-01-03,1992-10-09,Yes
S000097,H.,Saxton,1943-01-22,NJ,Republican,1993-01-05,1994-12-01,Yes
S000097,H.,Saxton,1943-01-22,NJ,Republican,1995-01-04,1996-10-04,Yes
S000097,H.,Saxton,1943-01-22,NJ,Republican,1997-01-07,1998-12-19,Yes
S000097,H.,Saxton,1943-01-22,NJ,Republican,1999-01-06,2000-12-15,Yes
S000097,H.,Saxton,1943-01-22,NJ,Republican,2001-01-03,2002-11-22,Yes
S000097,H.,Saxton,1943-01-22,NJ,Republican,2003-01-07,2004-12-09,Yes
S000097,H.,Saxton,1943-01-22,NJ,Republican,2005-01-04,2006-12-09,Yes
S000097,H.,Saxton,1943-01-22,NJ,Republican,2007-01-04,2009-01-03,Yes
S001144,Christopher,Shays,1945-10-18,CT,Republican,1987-01-06,1988-10-22,No
S001144,Christopher,Shays,1945-10-18,CT,Republican,1989-01-03,1990-10-28,Yes
S001144,Christopher,Shays,1945-10-18,CT,Republican,1991-01-03,1992-10-09,Yes
S001144,Christopher,Shays,1945-10-18,CT,Republican,1993-01-05,1994-12-01,Yes
S001144,Christopher,Shays,1945-10-18,CT,Republican,1995-01-04,1996-10-04,Yes
S001144,Christopher,Shays,1945-10-18,CT,Republican,1997-01-07,1998-12-19,Yes
S001144,Christopher,Shays,1945-10-18,CT,Republican,1999-01-06,2000-12-15,Yes
S001144,Christopher,Shays,1945-10-18,CT,Republican,2001-01-03,2002-11-22,Yes
S001144,Christopher,Shays,1945-10-18,CT,Republican,2003-01-07,2004-12-09,Yes
S001144,Christopher,Shays,1945-10-18,CT,Republican,2005-01-04,2006-12-09,Yes
S001144,Christopher,Shays,1945-10-18,CT,Republican,2007-01-04,2009-01-03,Yes
T000458,Thomas,Tancredo,1945-12-20,CO,Republican,1999-01-06,2000-12-15,No
T000458,Thomas,Tancredo,1945-12-20,CO,Republican,2001-01-03,2002-11-22,Yes
T000458,Thomas,Tancredo,1945-12-20,CO,Republican,2003-01-07,2004-12-09,Yes
T000458,Thomas,Tancredo,1945-12-20,CO,Republican,2005-01-04,2006-12-09,Yes
T000458,Thomas,Tancredo,1945-12-20,CO,Republican,2007-01-04,2009-01-03,Yes
T000162,Craig,Thomas,1933-02-17,WY,Republican,1989-01-03,1990-10-28,No
T000162,Craig,Thomas,1933-02-17,WY,Republican,1991-01-03,1992-10-09,Yes
T000162,Craig,Thomas,1933-02-17,WY,Republican,1993-01-05,1994-12-01,Yes
T000162,Craig,Thomas,1933-02-17,WY,Republican,1995-01-04,2000-12-15,Yes
T000162,Craig,Thomas,1933-02-17,WY,Republican,2001-01-03,2006-12-09,Yes
T000162,Craig,Thomas,1933-02-17,WY,Republican,2007-01-04,2007-06-04,Yes
W000099,James,Walsh,1947-06-19,NY,Republican,1989-01-03,1990-10-28,No
W000099,James,Walsh,1947-06-19,NY,Republican,1991-01-03,1992-10-09,Yes
W000099,James,Walsh,1947-06-19,NY,Republican,1993-01-05,1994-12-01,Yes
W000099,James,Walsh,1947-06-19,NY,Republican,1995-01-04,1996-10-04,Yes
W000099,James,Walsh,1947-06-19,NY,Republican,1997-01-07,1998-12-19,Yes
W000099,James,Walsh,1947-06-19,NY,Republican,1999-01-06,2000-12-15,Yes
W000099,James,Walsh,1947-06-19,NY,Republican,2001-01-03,2002-11-22,Yes
W000099,James,Walsh,1947-06-19,NY,Republican,2003-01-07,2004-12-09,Yes
W000099,James,Walsh,1947-06-19,NY,Republican,2005-01-04,2006-12-09,Yes
W000099,James,Walsh,1947-06-19,NY,Republican,2007-01-04,2009-01-03,Yes
W000267,David,Weldon,1953-08-31,FL,Republican,1995-01-04,1996-10-04,No
W000267,David,Weldon,1953-08-31,FL,Republican,1997-01-07,1998-12-19,Yes
W000267,David,Weldon,1953-08-31,FL,Republican,1999-01-06,2000-12-15,Yes
W000267,David,Weldon,1953-08-31,FL,Republican,2001-01-03,2002-11-22,Yes
W000267,David,Weldon,1953-08-31,FL,Republican,2003-01-07,2004-12-09,Yes
W000267,David,Weldon,1953-08-31,FL,Republican,2005-01-04,2006-12-09,Yes
W000267,David,Weldon,1953-08-31,FL,Republican,2007-01-04,2009-01-03,Yes
W000273,Gerald,Weller,1957-07-07,IL,Republican,1995-01-04,1996-10-04,No
W000273,Gerald,Weller,1957-07-07,IL,Republican,1997-01-07,1998-12-19,Yes
W000273,Gerald,Weller,1957-07-07,IL,Republican,1999-01-06,2000-12-15,Yes
W000273,Gerald,Weller,1957-07-07,IL,Republican,2001-01-03,2002-11-22,Yes
W000273,Gerald,Weller,1957-07-07,IL,Republican,2003-01-07,2004-12-09,Yes
W000273,Gerald,Weller,1957-07-07,IL,Republican,2005-01-04,2006-12-09,Yes
W000273,Gerald,Weller,1957-07-07,IL,Republican,2007-01-04,2009-01-03,Yes
W000789,Heather,Wilson,1960-12-30,NM,Republican,1997-01-07,1998-12-19,No
W000789,Heather,Wilson,1960-12-30,NM,Republican,1999-01-06,2000-12-15,Yes
W000789,Heather,Wilson,1960-12-30,NM,Republican,2001-01-03,2002-11-22,Yes
W000789,Heather,Wilson,1960-12-30,NM,Republican,2003-01-07,2004-12-09,Yes
W000789,Heather,Wilson,1960-12-30,NM,Republican,2005-01-04,2006-12-09,Yes
W000789,Heather,Wilson,1960-12-30,NM,Republican,2007-01-04,2009-01-03,Yes
W000784,Albert,Wynn,1951-09-10,MD,Democrat,1993-01-05,1994-12-01,No
W000784,Albert,Wynn,1951-09-10,MD,Democrat,1995-01-04,1996-10-04,Yes
W000784,Albert,Wynn,1951-09-10,MD,Democrat,1997-01-07,1998-12-19,Yes
W000784,Albert,Wynn,1951-09-10,MD,Democrat,1999-01-06,2000-12-15,Yes
W000784,Albert,Wynn,1951-09-10,MD,Democrat,2001-01-03,2002-11-22,Yes
W000784,Albert,Wynn,1951-09-10,MD,Democrat,2003-01-07,2004-12-09,Yes
W000784,Albert,Wynn,1951-09-10,MD,Democrat,2005-01-04,2006-12-09,Yes
W000784,Albert,Wynn,1951-09-10,MD,Democrat,2007-01-04,2008-05-31,Yes
C001073,Donald,Cazayoux,1964-01-17,LA,Democrat,2008-05-06,2009-01-03,No
A000014,Neil,Abercrombie,1938-06-26,HI,Democrat,1985-01-03,1986-10-18,No
A000014,Neil,Abercrombie,1938-06-26,HI,Democrat,1991-01-03,1992-10-09,No
A000014,Neil,Abercrombie,1938-06-26,HI,Democrat,1993-01-05,1994-12-01,Yes
A000014,Neil,Abercrombie,1938-06-26,HI,Democrat,1995-01-04,1996-10-04,Yes
A000014,Neil,Abercrombie,1938-06-26,HI,Democrat,1997-01-07,1998-12-19,Yes
A000014,Neil,Abercrombie,1938-06-26,HI,Democrat,1999-01-06,2000-12-15,Yes
A000014,Neil,Abercrombie,1938-06-26,HI,Democrat,2001-01-03,2002-11-22,Yes
A000014,Neil,Abercrombie,1938-06-26,HI,Democrat,2003-01-07,2004-12-09,Yes
A000014,Neil,Abercrombie,1938-06-26,HI,Democrat,2005-01-04,2006-12-09,Yes
A000014,Neil,Abercrombie,1938-06-26,HI,Democrat,2007-01-04,2009-01-03,Yes
A000014,Neil,Abercrombie,1938-06-26,HI,Democrat,2009-01-06,2010-03-01,Yes
A000364,John,Adler,1959-08-23,NJ,Democrat,2009-01-06,2010-12-22,No
A000363,Michael,Arcuri,1959-06-11,NY,Democrat,2007-01-04,2009-01-03,No
A000363,Michael,Arcuri,1959-06-11,NY,Democrat,2009-01-06,2010-12-22,Yes
B001229,Brian,Baird,1956-03-07,WA,Democrat,1999-01-06,2000-12-15,No
B001229,Brian,Baird,1956-03-07,WA,Democrat,2001-01-03,2002-11-22,Yes
B001229,Brian,Baird,1956-03-07,WA,Democrat,2003-01-07,2004-12-09,Yes
B001229,Brian,Baird,1956-03-07,WA,Democrat,2005-01-04,2006-12-09,Yes
B001229,Brian,Baird,1956-03-07,WA,Democrat,2007-01-04,2009-01-03,Yes
B001229,Brian,Baird,1956-03-07,WA,Democrat,2009-01-06,2010-12-22,Yes
B001239,James,Barrett,1961-02-14,SC,Republican,2003-01-07,2004-12-09,No
B001239,James,Barrett,1961-02-14,SC,Republican,2005-01-04,2006-12-09,Yes
B001239,James,Barrett,1961-02-14,SC,Republican,2007-01-04,2009-01-03,Yes
